SEXO;IDADE;TAMANHO DA FAMÍLIA;MORA COM A FAMÍLIA;NÍVEL ESCOLAR MÃE;NÍVEL ESCOLAR PAI;TRABALHO MÃE;TRABALHO PAI;TEMPO ESTUDO SEMANAL;REPROVAÇÕES;SUPORTE EDUCACIONAL ESCOLAR;SUPORTE EDUCACIONAL FAMILIAR;REALIZA ATIVIDADE EXTRA CURRICULAR;VISA EDUCAÇÃO SUPERIOR;POSSUI INTERNET EM CASA;TEM ALGUM RELACIONAMENTO AMOROSO;QUALIDADE RELACIONAMENTO FAMILIAR;TEMPO LIVRE;SAIR C/AMIGOS;CONSUMO ALCOOL DIA SEMANA;CONSUMO ALCOOL FIM SEMANA;CONDIÇÃO DE SAÚDE;FALTAS ;FALTAS CONCEITO;G1;G2;G3;MEDIA  NOTA;CONCEITO MEDIA NOTA;DESEMEPENHO RUIM
F;17;LE3;Sim;Médio;Primário;Servidor;Outros;Alto;Não;Não;Sim;Não;Sim;Não;Não;Regular;Pouquíssimo;Pouco;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;18;19;19;18,66666667;A;NÃO
M;18;LE3;Sim;Médio;Fundamental;Servidor;Outros;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Alto;Pouco;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;14;15;15;14,66666667;B;NÃO
M;17;GT3;Sim;Médio;Médio;Saúde;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Regular;Excelente;0;BAIXO;14;15;15;14,66666667;B;NÃO
F;19;GT3;Sim;Superior;Superior;Saúde;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Ruim;Regular;Alto;Pouco;Regular;Ruim;2;BAIXO;14;13;13;13,33333333;B;NÃO
F;18;LE3;Sim;Superior;Médio;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Alto;Altíssimo;Pouquíssimo;Pouco;Ruim;0;BAIXO;13;14;14;13,66666667;B;NÃO
F;18;GT3;Sim;Superior;Médio;Outros;Outros;Alto;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;16;17;17;16,66666667;A;NÃO
M;18;LE3;Sim;Superior;Superior;Professor;Professor;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Sim;Péssimo;Alto;Pouco;Pouco;Pouco;Péssima;0;BAIXO;18;18;17;17,66666667;A;NÃO
F;18;LE3;Não;Superior;Superior;Saúde;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouco;Alto;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;14;15;15;14,66666667;B;NÃO
M;17;LE3;Sim;Superior;Superior;Outros;Professor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Pouquíssimo;Pouquíssimo;Pouco;Pouco;Excelente;0;BAIXO;12;13;13;12,66666667;B;NÃO
F;17;GT3;Sim;Superior;Superior;Servidor;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;7;7;8;7,333333333;C;SIM
F;17;GT3;Sim;Superior;Fundamental;Outros;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;16;16;16;16;A;NÃO
F;17;GT3;Sim;Médio;Fundamental;Saúde;Saúde;Alto;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Pouco;Pouco;Pouquíssimo;Pouco;Excelente;0;BAIXO;18;18;18;18;A;NÃO
M;19;LE3;Sim;Fundamental;Primário;Lar;Servidor;Médio;Poucas;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;9;10;11;10;B;NÃO
M;20;GT3;Não;Médio;Fundamental;Servidor;Outros;Baixíssimo;Poucas;Não;Não;Sim;Sim;Não;Não;Excelente;Altíssimo;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;14;15;15;14,66666667;B;NÃO
M;19;GT3;Sim;Médio;Médio;Outros;Servidor;Baixo;Não;Não;Não;Sim;Sim;Não;Sim;Bom;Altíssimo;Regular;Pouquíssimo;Pouco;Excelente;0;BAIXO;10;10;11;10,33333333;B;NÃO
F;18;GT3;Sim;Primário;Superior;Outros;Professor;Baixo;Não;Sim;Sim;Não;Sim;Não;Sim;Regular;Alto;Alto;Pouquíssimo;Pouco;Excelente;2;BAIXO;10;10;11;10,33333333;B;NÃO
F;18;GT3;Sim;Fundamental;Primário;Servidor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Pouco;Péssima;2;BAIXO;12;12;15;13;B;NÃO
F;17;GT3;Sim;Fundamental;Médio;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Regular;2;BAIXO;11;12;14;12,33333333;B;NÃO
F;17;GT3;Sim;Superior;Superior;Professor;Professor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;15;16;17;16;A;NÃO
F;18;GT3;Sim;Superior;Médio;Outros;Outros;Médio;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Alto;Pouquíssimo;Pouquíssimo;Excelente;2;BAIXO;14;15;17;15,33333333;A;NÃO
F;18;LE3;Sim;Superior;Médio;Saúde;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Regular;Pouco;Alto;Pouquíssimo;Alto;Péssima;8;MODERADA;12;12;15;13;B;NÃO
F;17;GT3;Sim;Médio;Superior;Lar;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Alto;Pouco;Altíssimo;Excelente;2;BAIXO;15;15;17;15,66666667;A;NÃO
F;18;GT3;Sim;Médio;Médio;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouquíssimo;Alto;Pouquíssimo;Pouquíssimo;Regular;8;MODERADA;11;12;14;12,33333333;B;NÃO
M;19;GT3;Sim;Superior;Fundamental;Saúde;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Alto;Pouquíssimo;Pouquíssimo;Péssima;9;ALTO;11;10;10;10,33333333;B;NÃO
F;18;GT3;Sim;Superior;Superior;Professor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Alto;Regular;Regular;Excelente;0;BAIXO;12;11;13;12;B;NÃO
F;18;GT3;Sim;Médio;Superior;Outros;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Excelente;Alto;Alto;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;11;12;14;12,33333333;B;NÃO
F;17;GT3;Sim;Superior;Superior;Saúde;Saúde;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouco;Excelente;2;BAIXO;14;15;17;15,33333333;A;NÃO
F;17;GT3;Não;Superior;Médio;Servidor;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Pouco;Pouco;Pouquíssimo;Pouco;Excelente;14;ALTÍSSIMO;15;14;17;15,33333333;A;NÃO
F;17;LE3;Não;Médio;Médio;Servidor;Outros;Baixo;Não;Sim;Sim;Não;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;12;12;13;12,33333333;B;NÃO
F;17;LE3;Sim;Fundamental;Primário;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Pouco;Regular;Pouco;Pouco;Ruim;2;BAIXO;11;12;14;12,33333333;B;NÃO
M;18;LE3;Sim;Superior;Superior;Outros;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouco;Altíssimo;Regular;Alto;Excelente;2;BAIXO;8;9;11;9,333333333;C;SIM
F;19;GT3;Sim;Primário;Primário;Outros;Outros;Médio;Não;Não;Não;Sim;Não;Não;Sim;Péssimo;Altíssimo;Altíssimo;Alto;Regular;Excelente;12;ALTO;10;10;11;10,33333333;B;NÃO
F;19;LE3;Não;Primário;Primário;Outros;Outros;Baixo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Excelente;Regular;Alto;Pouquíssimo;Pouquíssimo;Boa;2;BAIXO;8;8;9;8,333333333;C;SIM
F;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Altíssimo;Pouco;Alto;Excelente;2;BAIXO;10;10;10;10;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Sim;Bom;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Regular;4;BAIXO;14;13;13;13,33333333;B;NÃO
F;17;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Regular;Regular;Pouco;Pouco;Pouco;Regular;0;BAIXO;11;11;10;10,66666667;B;NÃO
F;17;GT3;Sim;Médio;Primário;Servidor;Servidor;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Regular;Alto;Regular;Pouco;Regular;Excelente;0;BAIXO;17;18;17;17,33333333;A;NÃO
F;17;LE3;Sim;Inexistente;Fundamental;Lar;Lar;Médio;Não;Não;Não;Não;Sim;Sim;Não;Regular;Regular;Regular;Pouco;Regular;Ruim;0;BAIXO;14;14;15;14,33333333;B;NÃO
F;18;GT3;Sim;Primário;Primário;Outros;Outros;Médio;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Altíssimo;Altíssimo;Pouquíssimo;Pouco;Ruim;0;BAIXO;14;14;14;14;B;NÃO
M;18;GT3;Sim;Superior;Superior;Outros;Outros;Médio;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouco;Pouco;Regular;0;BAIXO;13;14;13;13,33333333;B;NÃO
M;17;GT3;Sim;Médio;Médio;Outros;Servidor;Baixíssimo;Não;Não;Não;Sim;Sim;Sim;Não;Bom;Regular;Altíssimo;Regular;Altíssimo;Excelente;0;BAIXO;17;18;17;17,33333333;A;NÃO
M;17;GT3;Sim;Fundamental;Fundamental;Servidor;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Altíssimo;Altíssimo;Altíssimo;Boa;2;BAIXO;11;10;10;10,33333333;B;NÃO
F;17;GT3;Sim;Superior;Superior;Professor;Servidor;Médio;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Alto;Alto;Pouquíssimo;Regular;Boa;0;BAIXO;13;12;13;12,66666667;B;NÃO
F;17;GT3;Sim;Superior;Superior;Professor;Professor;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouco;Boa;4;BAIXO;15;14;15;14,66666667;B;NÃO
F;17;GT3;Sim;Médio;Médio;Lar;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Altíssimo;Pouco;Altíssimo;Excelente;2;BAIXO;11;12;11;11,33333333;B;NÃO
M;18;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Alto;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Altíssimo;Altíssimo;Pouco;Alto;Excelente;0;BAIXO;11;11;12;11,33333333;B;NÃO
M;19;GT3;Sim;Médio;Fundamental;Lar;Servidor;Baixíssimo;Não;Não;Sim;Não;Sim;Não;Sim;Excelente;Regular;Alto;Pouco;Pouco;Excelente;0;BAIXO;11;10;10;10,33333333;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Baixo;Não;Não;Não;Sim;Sim;Não;Sim;Bom;Pouco;Altíssimo;Pouquíssimo;Pouquíssimo;Ruim;2;BAIXO;10;9;10;9,666666667;C;SIM
F;17;GT3;Sim;Fundamental;Superior;Lar;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;15;15;15;15;A;NÃO
M;18;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Alto;Pouco;Pouquíssimo;Pouco;Excelente;6;MODERADA;15;14;15;14,66666667;B;NÃO
F;18;GT3;Sim;Médio;Médio;Servidor;Servidor;Baixo;Não;Não;Não;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouquíssimo;Boa;8;MODERADA;10;11;12;11;B;NÃO
F;18;LE3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Ruim;0;BAIXO;10;9;12;10,33333333;B;NÃO
F;18;GT3;Sim;Fundamental;Fundamental;Lar;Outros;Alto;Não;Não;Não;Sim;Sim;Não;Não;Bom;Alto;Alto;Pouquíssimo;Pouquíssimo;Boa;6;MODERADA;14;13;14;13,66666667;B;NÃO
F;17;GT3;Sim;Médio;Superior;Servidor;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Altíssimo;Pouquíssimo;Regular;Excelente;8;MODERADA;11;13;14;12,66666667;B;NÃO
F;17;GT3;Sim;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Pouco;Pouco;Regular;Ruim;0;BAIXO;12;13;15;13,33333333;B;NÃO
F;18;LE3;Sim;Médio;Médio;Servidor;Servidor;Alto;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;14;14;15;14,33333333;B;NÃO
F;17;GT3;Não;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouco;Regular;Ruim;0;BAIXO;14;14;16;14,66666667;B;NÃO
M;18;GT3;Sim;Superior;Superior;Professor;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Regular;Pouco;Pouco;Ruim;0;BAIXO;12;12;13;12,33333333;B;NÃO
M;18;LE3;Sim;Médio;Superior;Servidor;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Regular;Excelente;6;MODERADA;16;16;17;16,33333333;A;NÃO
F;17;GT3;Não;Fundamental;Fundamental;Lar;Lar;Baixo;Não;Não;Sim;Não;Sim;Sim;Sim;Regular;Regular;Pouquíssimo;Pouquíssimo;Pouco;Boa;18;ALTÍSSIMO;10;12;14;12;B;NÃO
F;18;GT3;Sim;Fundamental;Médio;Lar;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Regular;Regular;Pouquíssimo;Pouco;Regular;0;BAIXO;11;12;14;12,33333333;B;NÃO
F;18;GT3;Sim;Médio;Fundamental;Outros;Servidor;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Excelente;Alto;Regular;Pouco;Regular;Péssima;4;BAIXO;14;16;17;15,66666667;A;NÃO
M;18;GT3;Sim;Superior;Médio;Professor;Servidor;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Excelente;Regular;Pouco;Pouquíssimo;Pouco;Boa;4;BAIXO;15;14;17;15,33333333;A;NÃO
M;18;GT3;Sim;Superior;Médio;Professor;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Excelente;Alto;Altíssimo;Pouco;Regular;Excelente;0;BAIXO;14;13;14;13,66666667;B;NÃO
F;17;GT3;Sim;Superior;Médio;Saúde;Outros;Médio;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Alto;Regular;Pouquíssimo;Regular;Boa;0;BAIXO;11;12;13;12;B;NÃO
F;17;GT3;Sim;Fundamental;Primário;Servidor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Bom;Regular;Alto;Pouco;Pouco;Péssima;10;ALTO;12;15;15;14;B;NÃO
F;17;GT3;Sim;Fundamental;Primário;Servidor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Altíssimo;Pouco;Alto;Boa;4;BAIXO;12;16;16;14,66666667;B;NÃO
F;19;LE3;Não;Fundamental;Médio;Lar;Outros;Baixíssimo;Poucas;Não;Não;Não;Não;Sim;Não;Ruim;Pouco;Regular;Regular;Alto;Excelente;16;ALTÍSSIMO;10;11;11;10,66666667;B;NÃO
F;17;GT3;Sim;Médio;Primário;Outros;Lar;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Bom;Pouquíssimo;Pouco;Pouquíssimo;Pouquíssimo;Regular;6;MODERADA;10;13;13;12;B;NÃO
F;21;LE3;Sim;Superior;Superior;Outros;Outros;Médio;Poucas;Não;Não;Sim;Sim;Sim;Não;Regular;Regular;Pouco;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;9;12;12;11;B;NÃO
M;18;LE3;Sim;Fundamental;Fundamental;Servidor;Servidor;Baixo;Não;Não;Sim;Sim;Não;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Regular;Regular;11;ALTO;9;11;12;10,66666667;B;NÃO
M;18;LE3;Não;Médio;Superior;Outros;Outros;Baixo;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Regular;Altíssimo;Pouquíssimo;Alto;Ruim;9;ALTO;13;14;15;14;B;NÃO
F;17;GT3;Sim;Fundamental;Fundamental;Servidor;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Regular;Alto;Pouquíssimo;Regular;Boa;0;BAIXO;13;17;17;15,66666667;A;NÃO
M;17;LE3;Não;Superior;Superior;Saúde;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Pouco;Pouquíssimo;Pouco;Boa;2;BAIXO;12;15;15;14;B;NÃO
F;18;LE3;Sim;Superior;Fundamental;Professor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Regular;0;BAIXO;14;17;17;16;A;NÃO
M;21;LE3;Sim;Primário;Primário;Lar;Outros;Baixo;Poucas;Não;Sim;Sim;Não;Sim;Sim;Excelente;Regular;Regular;Altíssimo;Pouco;Boa;21;ALTÍSSIMO;9;10;10;9,666666667;C;SIM
F;20;GT3;Sim;Primário;Primário;Outros;Outros;Médio;Não;Não;Não;Não;Sim;Sim;Sim;Regular;Pouco;Pouco;Pouquíssimo;Regular;Regular;8;MODERADA;11;15;15;13,66666667;B;NÃO
F;19;GT3;Sim;Superior;Superior;Professor;Outros;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Regular;Pouco;Altíssimo;Alto;Alto;Excelente;5;MODERADA;9;10;11;10;B;NÃO
M;17;LE3;Não;Médio;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Pouco;Excelente;10;ALTO;16;18;18;17,33333333;A;NÃO
F;18;GT3;Sim;Médio;Fundamental;Lar;Outros;Médio;Não;Não;Sim;Não;Sim;Sim;Sim;Bom;Regular;Alto;Pouquíssimo;Pouco;Ruim;5;MODERADA;14;17;17;16;A;NÃO
M;18;GT3;Sim;Fundamental;Médio;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Regular;Pouquíssimo;Regular;Alto;Altíssimo;Boa;13;ALTÍSSIMO;13;14;14;13,66666667;B;NÃO
M;19;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Alto;Boa;10;ALTO;7;11;11;9,666666667;C;SIM
F;18;LE3;Não;Fundamental;Fundamental;Servidor;Outros;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Pouquíssimo;Alto;Pouquíssimo;Regular;Boa;10;ALTO;14;17;17;16;A;NÃO
F;20;GT3;Sim;Primário;Inexistente;Outros;Outros;Baixíssimo;Poucas;Sim;Não;Não;Sim;Sim;Sim;Excelente;Regular;Pouquíssimo;Pouquíssimo;Pouquíssimo;Excelente;5;MODERADA;8;10;10;9,333333333;C;SIM
F;18;GT3;Sim;Médio;Fundamental;Servidor;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Sim;Regular;Pouquíssimo;Pouco;Pouquíssimo;Pouco;Péssima;4;BAIXO;10;13;13;12;B;NÃO
F;16;GT3;Sim;Primário;Médio;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Não;Sim;Sim;Bom;Regular;Regular;Pouquíssimo;Regular;Excelente;11;ALTO;10;11;11;10,66666667;B;NÃO
F;16;GT3;Sim;Fundamental;Fundamental;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Bom;Alto;Alto;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;12;12;12;12;B;NÃO
F;15;GT3;Sim;Primário;Primário;Lar;Servidor;Baixíssimo;Poucas;Não;Sim;Não;Sim;Não;Sim;Bom;Pouquíssimo;Regular;Pouquíssimo;Pouquíssimo;Ruim;6;MODERADA;10;10;10;10;B;NÃO
F;15;GT3;Sim;Médio;Médio;Lar;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Alto;Alto;Pouco;Regular;Excelente;4;BAIXO;10;10;11;10,33333333;B;NÃO
F;16;GT3;Sim;Fundamental;Médio;Lar;Servidor;Baixo;Não;Não;Não;Não;Sim;Não;Não;Bom;Altíssimo;Pouco;Pouquíssimo;Pouco;Excelente;0;BAIXO;16;17;17;16,66666667;A;NÃO
F;15;LE3;Sim;Fundamental;Primário;Lar;Outros;Baixíssimo;Não;Não;Não;Não;Não;Não;Não;Péssimo;Regular;Alto;Pouquíssimo;Pouquíssimo;Péssima;0;BAIXO;6;8;9;7,666666667;C;SIM
M;16;LE3;Não;Superior;Superior;Lar;Outros;Baixo;Não;Não;Sim;Não;Sim;Não;Não;Excelente;Regular;Pouco;Pouquíssimo;Regular;Ruim;5;MODERADA;10;11;11;10,66666667;B;NÃO
M;16;GT3;Não;Primário;Fundamental;Outros;Outros;Médio;Não;Sim;Não;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;10;11;11;10,66666667;B;NÃO
F;17;GT3;Sim;Médio;Fundamental;Lar;Outros;Baixo;Poucas;Não;Não;Não;Sim;Não;Sim;Bom;Altíssimo;Alto;Pouquíssimo;Pouco;Excelente;0;BAIXO;10;10;10;10;B;NÃO
F;17;GT3;Sim;Primário;Primário;Outros;Outros;Baixíssimo;Poucas;Não;Sim;Não;Não;Sim;Não;Excelente;Alto;Alto;Pouco;Pouco;Excelente;0;BAIXO;6;6;7;6,333333333;C;SIM
F;15;GT3;Sim;Superior;Superior;Professor;Outros;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Sim;Péssimo;Altíssimo;Pouquíssimo;Regular;Altíssimo;Excelente;0;BAIXO;13;14;14;13,66666667;B;NÃO
F;16;LE3;Não;Fundamental;Fundamental;Lar;Outros;Alto;Não;Não;Não;Sim;Não;Não;Sim;Péssimo;Pouco;Pouquíssimo;Pouquíssimo;Pouquíssimo;Péssima;4;BAIXO;10;9;11;10;B;NÃO
F;15;LE3;Sim;Primário;Primário;Lar;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Alto;Regular;Pouquíssimo;Pouco;Boa;0;BAIXO;10;10;10;10;B;NÃO
F;15;LE3;Sim;Primário;Primário;Outros;Servidor;Baixíssimo;Poucas;Não;Sim;Não;Sim;Sim;Sim;Bom;Alto;Regular;Pouquíssimo;Pouco;Ruim;4;BAIXO;6;7;8;7;C;SIM
F;16;GT3;Sim;Inexistente;Fundamental;Outros;Outros;Baixíssimo;Não;Não;Sim;Sim;Sim;Não;Não;Regular;Pouco;Regular;Pouquíssimo;Pouco;Ruim;0;BAIXO;12;11;12;11,66666667;B;NÃO
F;17;GT3;Sim;Fundamental;Médio;Outros;Outros;Baixíssimo;Não;Não;Sim;Não;Sim;Sim;Não;Excelente;Altíssimo;Altíssimo;Pouquíssimo;Regular;Regular;2;BAIXO;10;11;12;11;B;NÃO
F;15;GT3;Sim;Médio;Médio;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Pouquíssimo;Regular;Pouquíssimo;Pouquíssimo;Boa;0;BAIXO;14;16;16;15,33333333;A;NÃO
M;16;GT3;Sim;Primário;Primário;Lar;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Não;Sim;Excelente;Alto;Altíssimo;Alto;Altíssimo;Regular;0;BAIXO;7;0;0;2,333333333;D;SIM
M;17;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Sim;Não;Bom;Alto;Regular;Pouco;Alto;Excelente;4;BAIXO;8;9;9;8,666666667;C;SIM
M;15;LE3;Sim;Superior;Primário;Saúde;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouco;Ruim;0;BAIXO;12;13;14;13;B;NÃO
M;15;LE3;Sim;Superior;Primário;Saúde;Servidor;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Alto;Pouquíssimo;Pouco;Ruim;7;MODERADA;7;9;8;8;C;SIM
M;16;GT3;Sim;Médio;Superior;Outros;Saúde;Baixo;Não;Não;Não;Não;Sim;Não;Não;Regular;Alto;Altíssimo;Pouquíssimo;Pouco;Excelente;4;BAIXO;9;10;11;10;B;NÃO
M;15;GT3;Sim;Primário;Primário;Outros;Outros;Baixo;Não;Não;Sim;Sim;Sim;Não;Sim;Excelente;Alto;Altíssimo;Pouco;Alto;Boa;8;MODERADA;7;9;9;8,333333333;C;SIM
M;15;LE3;Sim;Médio;Médio;Lar;Lar;Baixo;Não;Não;Sim;Sim;Sim;Sim;Não;Excelente;Regular;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;11;11;11;11;B;NÃO
M;17;GT3;Sim;Fundamental;Primário;Outros;Outros;Baixíssimo;Não;Não;Não;Sim;Não;Não;Sim;Excelente;Altíssimo;Altíssimo;Altíssimo;Altíssimo;Regular;8;MODERADA;8;10;9;9;C;SIM
F;16;GT3;Sim;Superior;Superior;Professor;Professor;Médio;Não;Não;Não;Sim;Sim;Sim;Sim;Bom;Pouco;Pouco;Pouquíssimo;Pouquíssimo;Boa;6;MODERADA;16;16;17;16,33333333;A;NÃO
F;15;GT3;Sim;Primário;Fundamental;Outros;Servidor;Baixíssimo;Não;Não;Não;Não;Sim;Não;Não;Excelente;Pouquíssimo;Pouco;Pouquíssimo;Pouquíssimo;Péssima;3;BAIXO;11;13;13;12,33333333;B;NÃO
F;16;GT3;Sim;Fundamental;Médio;Outros;Servidor;Baixo;Não;Não;Sim;Não;Sim;Sim;Não;Bom;Altíssimo;Alto;Pouquíssimo;Pouco;Péssima;2;BAIXO;15;15;15;15;A;NÃO
M;16;GT3;Sim;Primário;Fundamental;Outros;Outros;Baixo;Não;Não;Não;Não;Sim;Não;Não;Bom;Regular;Regular;Pouquíssimo;Pouquíssimo;Excelente;0;BAIXO;10;11;11;10,66666667;B;NÃO
