@RELATION BASE

@ATTRIBUTE sexo {F,M}
@ATTRIBUTE tamanhodafamilia {GT3,LE3}
@ATTRIBUTE moracomafamilia {Nao,Sim}
@ATTRIBUTE nivelescolarmae {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE nivelescolarpai {Fundamental,Inexistente,Medio,Primario,Superior}
@ATTRIBUTE trabalhomae {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE trabalhopai {Lar,Outros,Professor,SaUde,Servidor}
@ATTRIBUTE tempoestudosemanal {Alto,Baixo,Baixissimo,Medio}
@ATTRIBUTE reprovacoes {Muitas,Nao,Poucas}
@ATTRIBUTE suporteeducacionalescolar {Nao,Sim}
@ATTRIBUTE suporteeducacionalfamiliar {Nao,Sim}
@ATTRIBUTE realizaatividadeextracurricular {Nao,Sim}
@ATTRIBUTE visaeducacaosuperior {Nao,Sim}
@ATTRIBUTE possuiinternetemcasa {Nao,Sim}
@ATTRIBUTE temalgumrelacionamentoamoroso {Nao,Sim}
@ATTRIBUTE qualidaderelacionamentofamiliar {Bom,Excelente,Pessimo,Regular,Ruim}
@ATTRIBUTE tempolivre {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE saircamigos {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcooldiasemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE consumoalcoolfimsemana {Alto,Altissimo,Pouco,Pouquissimo,Regular}
@ATTRIBUTE condicaodesaUde {Boa,Excelente,Pessima,Regular,Ruim}
@ATTRIBUTE faltasconceito {ALTO,ALTiSSIMO,BAIXO,MODERADA}
@ATTRIBUTE desemepenhoruim {Nao,SIM}

@DATA
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Bom,Pouco,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Regular,Regular,Pouco,Pouco,Pouco,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Primario,Servidor,Servidor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Regular,Alto,Regular,Pouco,Regular,Excelente,BAIXO,Nao
F,LE3,Sim,Inexistente,Fundamental,Lar,Lar,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Regular,Regular,Regular,Pouco,Regular,Ruim,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Altissimo,Altissimo,Pouquissimo,Pouco,Ruim,BAIXO,Nao
M,GT3,Sim,Superior,Superior,Outros,Outros,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouco,Pouco,Regular,BAIXO,Nao
M,GT3,Sim,Medio,Medio,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Bom,Regular,Altissimo,Regular,Altissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Servidor,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Altissimo,Altissimo,Altissimo,Boa,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Alto,Alto,Pouquissimo,Regular,Boa,BAIXO,Nao
F,GT3,Sim,Superior,Superior,Professor,Professor,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Lar,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Altissimo,Pouco,Altissimo,Excelente,BAIXO,Nao
M,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Alto,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Altissimo,Altissimo,Pouco,Alto,Excelente,BAIXO,Nao
M,GT3,Sim,Medio,Fundamental,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Excelente,Regular,Alto,Pouco,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Nao,Sim,Bom,Pouco,Altissimo,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
F,GT3,Sim,Fundamental,Superior,Lar,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Alto,Pouco,Pouquissimo,Pouco,Excelente,MODERADA,Nao
F,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouquissimo,Boa,MODERADA,Nao
F,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Alto,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Bom,Alto,Alto,Pouquissimo,Pouquissimo,Boa,MODERADA,Nao
F,GT3,Sim,Medio,Superior,Servidor,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Altissimo,Pouquissimo,Regular,Excelente,MODERADA,Nao
F,GT3,Sim,Medio,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Pouco,Pouco,Regular,Ruim,BAIXO,Nao
F,LE3,Sim,Medio,Medio,Servidor,Servidor,Alto,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Nao,Medio,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouco,Regular,Ruim,BAIXO,Nao
M,GT3,Sim,Superior,Superior,Professor,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouco,Pouco,Ruim,BAIXO,Nao
M,LE3,Sim,Medio,Superior,Servidor,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Regular,Excelente,MODERADA,Nao
F,GT3,Nao,Fundamental,Fundamental,Lar,Lar,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Regular,Regular,Pouquissimo,Pouquissimo,Pouco,Boa,ALTiSSIMO,Nao
F,GT3,Sim,Fundamental,Medio,Lar,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Fundamental,Outros,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Excelente,Alto,Regular,Pouco,Regular,Pessima,BAIXO,Nao
M,GT3,Sim,Superior,Medio,Professor,Servidor,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Excelente,Regular,Pouco,Pouquissimo,Pouco,Boa,BAIXO,Nao
M,GT3,Sim,Superior,Medio,Professor,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Alto,Altissimo,Pouco,Regular,Excelente,BAIXO,Nao
F,GT3,Sim,Superior,Medio,SaUde,Outros,Medio,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Regular,Pouquissimo,Regular,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Servidor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Regular,Alto,Pouco,Pouco,Pessima,ALTO,Nao
F,GT3,Sim,Fundamental,Primario,Servidor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Altissimo,Pouco,Alto,Boa,BAIXO,Nao
F,LE3,Nao,Fundamental,Medio,Lar,Outros,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Nao,Ruim,Pouco,Regular,Regular,Alto,Excelente,ALTiSSIMO,Nao
F,GT3,Sim,Medio,Primario,Outros,Lar,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Pouquissimo,Pouco,Pouquissimo,Pouquissimo,Regular,MODERADA,Nao
F,LE3,Sim,Superior,Superior,Outros,Outros,Medio,Poucas,Nao,Nao,Sim,Sim,Sim,Nao,Regular,Regular,Pouco,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,LE3,Sim,Fundamental,Fundamental,Servidor,Servidor,Baixo,Nao,Nao,Sim,Sim,Nao,Sim,Nao,Bom,Alto,Alto,Pouquissimo,Regular,Regular,ALTO,Nao
M,LE3,Nao,Medio,Superior,Outros,Outros,Baixo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Regular,Altissimo,Pouquissimo,Alto,Ruim,ALTO,Nao
F,GT3,Sim,Fundamental,Fundamental,Servidor,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Alto,Pouquissimo,Regular,Boa,BAIXO,Nao
M,LE3,Nao,Superior,Superior,SaUde,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Pouco,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,LE3,Sim,Superior,Fundamental,Professor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
M,LE3,Sim,Primario,Primario,Lar,Outros,Baixo,Poucas,Nao,Sim,Sim,Nao,Sim,Sim,Excelente,Regular,Regular,Altissimo,Pouco,Boa,ALTiSSIMO,SIM
F,GT3,Sim,Primario,Primario,Outros,Outros,Medio,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Regular,Pouco,Pouco,Pouquissimo,Regular,Regular,MODERADA,Nao
F,GT3,Sim,Superior,Superior,Professor,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Regular,Pouco,Altissimo,Alto,Alto,Excelente,MODERADA,Nao
M,LE3,Nao,Medio,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Alto,Pouquissimo,Pouco,Excelente,ALTO,Nao
F,GT3,Sim,Medio,Fundamental,Lar,Outros,Medio,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Regular,Alto,Pouquissimo,Pouco,Ruim,MODERADA,Nao
M,GT3,Sim,Fundamental,Medio,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Regular,Pouquissimo,Regular,Alto,Altissimo,Boa,ALTiSSIMO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Alto,Boa,ALTO,SIM
F,LE3,Nao,Fundamental,Fundamental,Servidor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Alto,Pouquissimo,Regular,Boa,ALTO,Nao
F,GT3,Sim,Primario,Inexistente,Outros,Outros,Baixissimo,Poucas,Sim,Nao,Nao,Sim,Sim,Sim,Excelente,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Excelente,MODERADA,SIM
F,GT3,Sim,Medio,Fundamental,Servidor,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Regular,Pouquissimo,Pouco,Pouquissimo,Pouco,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Medio,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Nao,Sim,Sim,Bom,Regular,Regular,Pouquissimo,Regular,Excelente,ALTO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Alto,Alto,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Servidor,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Nao,Sim,Bom,Pouquissimo,Regular,Pouquissimo,Pouquissimo,Ruim,MODERADA,Nao
F,GT3,Sim,Medio,Medio,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Alto,Alto,Pouco,Regular,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Medio,Lar,Servidor,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Bom,Altissimo,Pouco,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,LE3,Sim,Fundamental,Primario,Lar,Outros,Baixissimo,Nao,Nao,Nao,Nao,Nao,Nao,Nao,Pessimo,Regular,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,SIM
M,LE3,Nao,Superior,Superior,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Excelente,Regular,Pouco,Pouquissimo,Regular,Ruim,MODERADA,Nao
M,GT3,Nao,Primario,Fundamental,Outros,Outros,Medio,Nao,Sim,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Medio,Fundamental,Lar,Outros,Baixo,Poucas,Nao,Nao,Nao,Sim,Nao,Sim,Bom,Altissimo,Alto,Pouquissimo,Pouco,Excelente,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Baixissimo,Poucas,Nao,Sim,Nao,Nao,Sim,Nao,Excelente,Alto,Alto,Pouco,Pouco,Excelente,BAIXO,SIM
F,GT3,Sim,Superior,Superior,Professor,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Sim,Pessimo,Altissimo,Pouquissimo,Regular,Altissimo,Excelente,BAIXO,Nao
F,LE3,Nao,Fundamental,Fundamental,Lar,Outros,Alto,Nao,Nao,Nao,Sim,Nao,Nao,Sim,Pessimo,Pouco,Pouquissimo,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Lar,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Alto,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Outros,Servidor,Baixissimo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Alto,Regular,Pouquissimo,Pouco,Ruim,BAIXO,SIM
F,GT3,Sim,Inexistente,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Regular,Pouco,Regular,Pouquissimo,Pouco,Ruim,BAIXO,Nao
F,GT3,Sim,Fundamental,Medio,Outros,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Excelente,Altissimo,Altissimo,Pouquissimo,Regular,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Pouquissimo,Regular,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Lar,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Excelente,Alto,Altissimo,Alto,Altissimo,Regular,BAIXO,SIM
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Sim,Nao,Bom,Alto,Regular,Pouco,Alto,Excelente,BAIXO,SIM
M,LE3,Sim,Superior,Primario,SaUde,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouco,Ruim,BAIXO,Nao
M,LE3,Sim,Superior,Primario,SaUde,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouco,Ruim,MODERADA,SIM
M,GT3,Sim,Medio,Superior,Outros,SaUde,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Regular,Alto,Altissimo,Pouquissimo,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Excelente,Alto,Altissimo,Pouco,Alto,Boa,MODERADA,SIM
M,LE3,Sim,Medio,Medio,Lar,Lar,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
M,GT3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Nao,Nao,Sim,Excelente,Altissimo,Altissimo,Altissimo,Altissimo,Regular,MODERADA,SIM
F,GT3,Sim,Superior,Superior,Professor,Professor,Medio,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Pouco,Pouco,Pouquissimo,Pouquissimo,Boa,MODERADA,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Servidor,Baixissimo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Excelente,Pouquissimo,Pouco,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Fundamental,Medio,Outros,Servidor,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Altissimo,Alto,Pouquissimo,Pouco,Pessima,BAIXO,Nao
M,GT3,Sim,Primario,Fundamental,Outros,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Altissimo,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Servidor,Medio,Poucas,Nao,Sim,Nao,Sim,Nao,Nao,Pessimo,Regular,Pouco,Pouquissimo,Pouco,Boa,BAIXO,SIM
F,GT3,Sim,Primario,Fundamental,Outros,Servidor,Medio,Poucas,Nao,Sim,Nao,Sim,Nao,Nao,Pessimo,Regular,Pouco,Pouquissimo,Pouco,Boa,BAIXO,SIM
F,GT3,Sim,Fundamental,Primario,Lar,Outros,Baixo,Nao,Sim,Sim,Nao,Sim,Sim,Nao,Bom,Alto,Pouco,Regular,Regular,Ruim,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Sim,Excelente,Alto,Regular,Pouco,Pouquissimo,Ruim,BAIXO,Nao
M,LE3,Sim,Primario,Fundamental,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Altissimo,Altissimo,Altissimo,Altissimo,Regular,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Alto,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Medio,Nao,Sim,Sim,Nao,Sim,Nao,Nao,Bom,Alto,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Sim,Sim,Bom,Pouco,Pouco,Alto,Regular,Ruim,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Lar,Lar,Baixo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Bom,Pouco,Pouquissimo,Pouquissimo,Pouco,Ruim,BAIXO,Nao
F,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Medio,Nao,Sim,Sim,Nao,Sim,Nao,Nao,Bom,Alto,Regular,Pouco,Pouco,Excelente,BAIXO,Nao
M,GT3,Sim,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Regular,Alto,Alto,Regular,Alto,Excelente,MODERADA,Nao
F,GT3,Sim,Primario,Fundamental,Outros,Outros,Baixo,Poucas,Nao,Sim,Sim,Sim,Sim,Sim,Regular,Alto,Alto,Pouco,Regular,Excelente,ALTO,SIM
M,GT3,Sim,Medio,Primario,Outros,Servidor,Baixissimo,Nao,Nao,Sim,Nao,Sim,Nao,Nao,Regular,Pouco,Regular,Pouquissimo,Regular,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Alto,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
M,GT3,Sim,Fundamental,Fundamental,SaUde,Outros,Baixissimo,Nao,Nao,Nao,Nao,Sim,Nao,Nao,Bom,Regular,Regular,Pouquissimo,Pouco,Boa,BAIXO,Nao
M,GT3,Sim,Superior,Superior,Outros,Professor,Baixo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Bom,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,GT3,Sim,Medio,Medio,Servidor,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Bom,Altissimo,Alto,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Baixo,Poucas,Nao,Sim,Sim,Sim,Nao,Nao,Bom,Alto,Alto,Pouco,Regular,Excelente,BAIXO,Nao
F,LE3,Sim,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Nao,Sim,Bom,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
M,LE3,Sim,Fundamental,Primario,Lar,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Ruim,Alto,Regular,Pouco,Regular,Boa,BAIXO,SIM
M,LE3,Sim,Primario,Medio,Lar,Outros,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Pouco,Alto,Regular,Altissimo,Regular,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Medio,Nao,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Regular,Pouco,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,LE3,Sim,Fundamental,Primario,Outros,Outros,Baixissimo,Nao,Nao,Sim,Nao,Sim,Sim,Sim,Excelente,Alto,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
M,GT3,Sim,Medio,Medio,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Regular,Regular,Pouco,Alto,Regular,ALTO,Nao
F,GT3,Sim,Primario,Primario,Lar,Outros,Baixo,Muitas,Sim,Sim,Nao,Sim,Nao,Nao,Regular,Alto,Regular,Pouquissimo,Pouquissimo,Pessima,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Outros,Lar,Baixissimo,Nao,Nao,Sim,Sim,Nao,Nao,Nao,Bom,Altissimo,Regular,Pouquissimo,Pouquissimo,Excelente,BAIXO,SIM
F,GT3,Sim,Fundamental,Medio,Lar,Servidor,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Sim,Bom,Alto,Alto,Pouquissimo,Pouquissimo,Ruim,BAIXO,SIM
F,GT3,Sim,Fundamental,Primario,Lar,Outros,Baixissimo,Nao,Nao,Sim,Sim,Nao,Nao,Sim,Excelente,Altissimo,Regular,Pouquissimo,Pouquissimo,Regular,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Lar,Outros,Baixissimo,Nao,Nao,Sim,Nao,Nao,Nao,Sim,Excelente,Pouco,Pouquissimo,Pouquissimo,Regular,Boa,BAIXO,SIM
F,GT3,Sim,Fundamental,Fundamental,Outros,Outros,Baixo,Nao,Nao,Sim,Nao,Nao,Sim,Nao,Regular,Alto,Altissimo,Pouquissimo,Pouco,Pessima,BAIXO,Nao
F,LE3,Nao,Fundamental,Fundamental,Outros,Outros,Baixissimo,Nao,Nao,Sim,Nao,Nao,Nao,Nao,Bom,Regular,Alto,Pouquissimo,Pouco,Pessima,MODERADA,SIM
F,GT3,Sim,Fundamental,Fundamental,Lar,Outros,Baixo,Nao,Nao,Sim,Nao,Sim,Sim,Nao,Bom,Regular,Altissimo,Pouquissimo,Pouco,Boa,BAIXO,Nao
F,GT3,Sim,Fundamental,Fundamental,Outros,Servidor,Baixissimo,Poucas,Nao,Sim,Sim,Sim,Sim,Nao,Bom,Alto,Regular,Pouquissimo,Alto,Regular,BAIXO,SIM
F,LE3,Nao,Medio,Fundamental,Outros,Outros,Medio,Poucas,Nao,Sim,Nao,Nao,Nao,Sim,Regular,Regular,Pouco,Pouquissimo,Pouquissimo,Ruim,MODERADA,SIM
F,GT3,Sim,Primario,Primario,Lar,Servidor,Medio,Poucas,Nao,Nao,Sim,Nao,Nao,Sim,Excelente,Regular,Pouquissimo,Pouquissimo,Pouquissimo,Regular,MODERADA,SIM
M,GT3,Sim,Primario,Primario,Outros,Outros,Baixissimo,Poucas,Nao,Nao,Sim,Nao,Sim,Nao,Bom,Alto,Regular,Regular,Alto,Boa,BAIXO,SIM
F,GT3,Sim,Primario,Primario,Lar,Lar,Baixissimo,Poucas,Nao,Nao,Nao,Nao,Sim,Sim,Regular,Pouco,Regular,Pouquissimo,Pouquissimo,Ruim,BAIXO,Nao
F,GT3,Sim,Primario,Primario,Outros,Outros,Baixo,Poucas,Nao,Sim,Nao,Sim,Sim,Sim,Pessimo,Pouquissimo,Alto,Alto,Pouquissimo,Pessima,ALTO,SIM
F,GT3,Nao,Fundamental,Fundamental,SaUde,Outros,Baixo,Nao,Nao,Nao,Nao,Sim,Nao,Sim,Regular,Regular,Pouco,Pouquissimo,Pouquissimo,Regular,BAIXO,SIM
F,GT3,Sim,Inexistente,Primario,Outros,Lar,Baixissimo,Nao,Nao,Nao,Sim,Sim,Nao,Nao,Ruim,Alto,Alto,Regular,Altissimo,Excelente,MODERADA,SIM
F,LE3,Sim,Primario,Fundamental,Lar,Outros,Baixo,Nao,Nao,Nao,Sim,Nao,Sim,Nao,Bom,Alto,Altissimo,Pouquissimo,Regular,Regular,BAIXO,SIM
F,GT3,Sim,Medio,Medio,Outros,Outros,Baixissimo,Nao,Nao,Nao,Sim,Nao,Sim,Sim,Bom,Altissimo,Alto,Pouquissimo,Pouquissimo,Boa,BAIXO,Nao
F,LE3,Sim,Primario,Primario,Servidor,Servidor,Baixissimo,Nao,Nao,Sim,Sim,Sim,Sim,Sim,Bom,Alto,Alto,Pouco,Pouco,Boa,BAIXO,Nao
M,GT3,Sim,Medio,Medio,Servidor,Lar,Alto,Poucas,Nao,Sim,Sim,Sim,Nao,Nao,Excelente,Alto,Altissimo,Regular,Alto,Excelente,BAIXO,Nao
F,GT3,Sim,Fundamental,Primario,Outros,Servidor,Baixo,Nao,Nao,Sim,Sim,Sim,Sim,Nao,Excelente,Regular,Regular,Pouquissimo,Pouquissimo,Pessima,BAIXO,Nao
